0;1.22073;0.772192;0
0;1.47846;0.81434;0
0;0.783308;0.686393;0
0;1.45461;0.810706;0
0;1.34832;0.793856;0
0;1.38408;0.799645;0
0;1.48181;0.814845;0
0;1.1922;0.767134;0
0;1.17134;0.763386;0
0;1.1883;0.766436;0
0;1.57973;0.829167;0
0;1.54443;0.824108;0
0;1.19447;0.767539;0
0;0.974959;0.726107;0
0;1.1958;0.767777;0
0;1.39431;0.80128;0
0;1.19217;0.767129;0
0;1.24117;0.775767;0
0;1.12643;0.755179;0
0;1.27258;0.781184;0
0;1.16395;0.76205;0
0;1.24682;0.776749;0
0;1.27822;0.782146;0
0;1.03559;0.737998;0
0;1.40042;0.80225;0
0;1.32209;0.78953;0
0;1.28992;0.784134;0
0;1.351;0.794294;0
0;1.13822;0.757353;0
0;1.20282;0.769027;0
0;1.2653;0.779937;0
0;1.20802;0.769948;0
0;1.26327;0.779589;0
0;1.19304;0.767285;0
0;1.29319;0.784687;0
0;1.21002;0.770303;0
0;1.12817;0.755501;0
0;1.53203;0.822304;0
0;1.39248;0.800988;0
0;1.27837;0.782172;0
0;1.27334;0.781314;0
0;1.28465;0.78324;0
0;1.13936;0.757561;0
0;1.3528;0.794586;0
0;1.13835;0.757376;0
0;1.37655;0.798436;0
0;1.38932;0.800484;0
0;1.18575;0.76598;0
0;1.29005;0.784155;0
0;1.36372;0.796363;0
0;1.48989;0.816063;0
0;1.28104;0.782627;0
0;1.28481;0.783268;0
0;1.17699;0.764406;0
0;1.21846;0.771792;0
0;2.13442;0.894204;0
0;1.00814;0.732655;0
0;1.52689;0.821551;0
0;1.99492;0.880263;0
0;1.73677;0.850276;0
0;1.23775;0.775173;0
0;1.23908;0.775403;0
0;1.14397;0.758408;0
0;1.0793;0.746361;0
0;1.29878;0.785629;0
0;1.15985;0.761305;0
0;1.24527;0.776479;0
0;1.19891;0.76833;0
0;1.39494;0.80138;0
0;1.34848;0.79388;0
0;1.44573;0.809341;0
0;1.45314;0.810481;0
0;1.37758;0.798603;0
0;1.23057;0.773918;0
0;1.21171;0.770601;0
0;1.39754;0.801793;0
0;1.3547;0.794898;0
0;1.35035;0.794188;0
0;1.23561;0.774798;0
0;1.15719;0.760821;0
0;1.04379;0.739581;0
0;1.33469;0.791615;0
0;1.16806;0.762795;0
0;1.30371;0.786458;0
0;1.36228;0.79613;0
0;1.3347;0.791618;0
0;1.57843;0.828983;0
0;1.65977;0.840207;0
0;1.76083;0.853314;0
0;1.78091;0.855809;0
0;1.57523;0.828527;0
0;1.67043;0.841633;0
0;1.89788;0.869651;0
0;1.87125;0.866603;0
0;1.89645;0.869489;0
0;1.86429;0.865796;0
0;1.82495;0.861159;0
0;1.83487;0.86234;0
0;1.90404;0.870349;0
0;1.80622;0.858905;0
0;1.83135;0.861923;0
0;1.81057;0.85943;0
0;1.76594;0.853952;0
0;1.75149;0.852141;0
0;1.79285;0.857276;0
0;1.80788;0.859106;0
0;1.85711;0.86496;0
