0;0.972689;0.725655;0
0;1.15523;0.760465;0
0;0.972689;0.725655;0
0;1.50669;0.81857;0
0;1.26739;0.780295;0
0;0.960075;0.723137;0
0;1.23332;0.7744;0
0;1.04696;0.74019;0
0;1.31419;0.788214;0
0;1.12915;0.755682;0
0;1.45;0.809998;0
0;1.20241;0.768953;0
0;1.04657;0.740115;0
0;1.28319;0.782992;0
0;1.24705;0.776789;0
0;1.34161;0.792755;0
0;1.77081;0.854558;0
0;1.81332;0.859762;0
0;1.87263;0.866762;0
0;1.86509;0.865889;0
0;1.94378;0.874766;0
0;1.29464;0.784931;0
0;1.6767;0.842467;0
0;1.99063;0.87981;0
0;1.76608;0.85397;0
0;1.92102;0.872252;0
0;1.47454;0.813746;0
0;1.37418;0.798055;0
0;2.06351;0.887305;0
0;2.06597;0.887551;0
0;1.98466;0.879177;0
0;1.47096;0.813204;0
0;1.89249;0.86904;0
0;1.93119;0.873381;0
0;1.87347;0.866859;0
0;1.52965;0.821955;0
0;2.08724;0.889657;0
0;1.95904;0.876429;0
0;1.35619;0.79514;0
0;1.9165;0.871747;0
0;2.23957;0.903747;0
0;2.06327;0.887281;0
0;1.31748;0.788762;0
0;1.86448;0.865818;0
0;2.24434;0.904161;0
0;2.02323;0.883214;0
0;1.98754;0.879483;0
0;1.6692;0.841469;0
0;1.84149;0.863125;0
0;1.05827;0.742359;0
0;1.73288;0.84978;0
0;1.59124;0.830791;0
0;1.9404;0.874396;0
0;1.42081;0.805465;0
0;1.7644;0.85376;0
0;0.972689;0.725655;0
0;0.972689;0.725655;0
0;0.972689;0.725655;0
0;0.972689;0.725655;0
0;0.972689;0.725655;0
0;1.51279;0.819475;0
0;1.7465;0.851511;0
0;1.84255;0.86325;0
0;1.77499;0.855078;0
0;1.72165;0.848342;0
0;2.05178;0.886127;0
0;2.13956;0.89469;0
0;1.52104;0.820691;0
0;1.39486;0.801368;0
0;1.89626;0.869468;0
0;1.42761;0.806529;0
0;1.85118;0.864266;0
0;1.67213;0.841859;0
0;1.303;0.786339;0
0;1.46286;0.81197;0
0;1.58312;0.829646;0
0;1.63636;0.837039;0
0;1.43539;0.80774;0
0;1.67017;0.841599;0
0;1.18224;0.76535;0
0;2.01789;0.882662;0
0;1.45056;0.810084;0
0;1.90202;0.87012;0
0;1.94045;0.874402;0
0;1.69511;0.844895;0
0;1.47495;0.813809;0
0;1.62894;0.836025;0
0;1.23797;0.77521;0
0;1.59713;0.831617;0
0;1.68017;0.842927;0
0;2.06099;0.887054;0
0;1.45024;0.810035;0
0;1.72964;0.849367;0
0;1.51237;0.819412;0
0;1.84305;0.86331;0
0;1.66008;0.840249;0
0;1.44506;0.809237;0
0;1.65006;0.838899;0
0;1.56308;0.826794;0
0;1.39434;0.801284;0
0;1.1026;0.750747;0
0;1.58887;0.830458;0
0;1.31699;0.78868;0
0;1.54875;0.824734;0
0;1.39958;0.802118;0
0;1.14693;0.75895;0
0;1.55357;0.825428;0
0;1.58126;0.829383;0
0;1.35384;0.794756;0
0;1.86668;0.866074;0
0;1.38279;0.799439;0
0;1.55094;0.825049;0
0;1.40393;0.802806;0
0;1.3871;0.800128;0
0;1.49863;0.81737;0
0;1.36076;0.795883;0
0;1.44861;0.809784;0
0;1.79985;0.85813;0
0;1.71953;0.848068;0
0;1.28727;0.783685;0
0;1.6734;0.842028;0
0;0.943052;0.719716;0
0;1.53815;0.823195;0
0;1.5207;0.820641;0
0;1.24932;0.777182;0
0;1.43035;0.806955;0
0;1.31329;0.788063;0
0;2.25536;0.905112;0
0;0.979397;0.726988;0
0;0.893265;0.709563;0
0;1.69732;0.845184;0
0;1.50594;0.818458;0
0;1.14016;0.757709;0
0;1.26332;0.779597;0
0;1.83926;0.862861;0
0;1.20172;0.768831;0
0;1.64679;0.838457;0
0;1.61043;0.833471;0
0;1.52315;0.821003;0
0;1.72867;0.849242;0
0;1.74878;0.851799;0
0;1.83465;0.862315;0
0;0.84741;0.700024;0
0;1.27145;0.78099;0
0;0.905597;0.712098;0
0;1.29049;0.78423;0
0;1.26494;0.779875;0
0;1.4645;0.81222;0
0;0.910143;0.71303;0
0;1.18928;0.766612;0
0;0.994711;0.730017;0
0;1.10427;0.751059;0
0;1.09186;0.748731;0
0;0.863781;0.70345;0
0;0.981311;0.727368;0
0;0.545268;0.633037;0
0;0.987322;0.728559;0
0;0.764925;0.682422;0
0;1.57011;0.827799;0
